type,client,tx,amount
withdrawal,484,5699,389.369
withdrawal,303,5700,897.7134
deposit,7,5701,799.3792
withdrawal,84,5702,304.5214
deposit,457,5703,337.4546
chargeback,333,468,
deposit,368,5704,912.9326
deposit,275,5705,472.682
deposit,297,5706,817.1397
withdrawal,467,5707,358.149
deposit,320,5708,904.0054
deposit,433,5709,659.2006
deposit,307,5710,419.6087
withdrawal,492,5711,681.3042
withdrawal,192,5712,463.5685
chargeback,334,5350,
deposit,447,5713,894.7216
deposit,135,5714,22.6361
deposit,467,5715,992.4369
deposit,28,5716,599.775
deposit,422,5717,451.6162
dispute,322,3649,
deposit,425,5718,92.9874
resolve,112,4344,
deposit,166,5719,839.4141
chargeback,213,3233,
deposit,411,5720,17.801
deposit,314,5721,330.7405
deposit,218,5722,375.2761
withdrawal,446,5723,193.798
deposit,389,5724,694.9625
deposit,100,5725,258.314
withdrawal,317,5726,192.8696
chargeback,348,4996,
deposit,278,5727,338.5331
chargeback,28,4214,
withdrawal,53,5728,312.7437
chargeback,63,3245,
resolve,418,5125,
deposit,264,5729,762.6623
deposit,315,5730,782.865
deposit,183,5731,294.6188
deposit,348,5732,705.481
withdrawal,441,5733,296.6633
withdrawal,152,5734,513.0496
withdrawal,35,5735,146.2545
dispute,151,809,
deposit,331,5736,827.904
withdrawal,416,5737,403.1498
withdrawal,437,5738,353.0241
withdrawal,316,5739,210.264
withdrawal,52,5740,201.3915
dispute,486,4528,
deposit,395,5741,157.2964
withdrawal,111,5742,42.6323
chargeback,305,5106,
withdrawal,125,5743,195.5706
withdrawal,265,5744,90.7389
deposit,180,5745,618.8165
resolve,111,4385,
withdrawal,197,5746,234.1718
deposit,2,5747,181.7365
resolve,224,172,
deposit,355,5748,749.0483
dispute,268,5170,
deposit,87,5749,173.2772
withdrawal,99,5750,999.5552
deposit,422,5751,736.9963
withdrawal,223,5752,842.8657
dispute,17,1711,
deposit,14,5753,515.2579
deposit,252,5754,780.6595
deposit,165,5755,621.4807
deposit,164,5756,113.265
deposit,170,5757,124.8414
dispute,420,2181,
deposit,342,5758,300.8527
withdrawal,31,5759,125.8625
deposit,268,5760,595.0631
withdrawal,98,5761,230.3525
deposit,101,5762,562.2473
deposit,128,5763,154.8068
withdrawal,230,5764,446.4058
deposit,260,5765,737.4481
withdrawal,302,5766,158.7418
deposit,155,5767,963.7355
deposit,366,5768,991.8325
deposit,387,5769,219.0983
deposit,73,5770,809.7936
withdrawal,67,5771,780.6219
dispute,38,3184,
deposit,454,5772,542.5799
resolve,117,2299,
withdrawal,490,5773,643.338
deposit,447,5774,328.4833
withdrawal,320,5775,579.351
deposit,466,5776,271.7441
deposit,442,5777,106.9251
resolve,407,2641,
dispute,300,797,
resolve,461,690,
deposit,104,5778,834.5015
deposit,258,5779,979.1299
dispute,446,4773,
deposit,6,5780,200.2341
deposit,9,5781,246.201
deposit,457,5782,716.8742
resolve,108,1808,
resolve,352,4780,
deposit,339,5783,685.9656
deposit,58,5784,569.4799
deposit,246,5785,565.0735
resolve,89,2570,
withdrawal,473,5786,543.463
withdrawal,92,5787,165.1812
deposit,446,5788,442.6969
deposit,43,5789,878.7646
deposit,111,5790,524.0166
deposit,202,5791,93.9873
deposit,285,5792,176.1811
withdrawal,377,5793,930.7847
chargeback,31,2131,
withdrawal,107,5794,428.9707
resolve,337,1059,
deposit,162,5795,185.7203
dispute,395,38,
deposit,199,5796,563.3696
chargeback,431,4095,
withdrawal,415,5797,825.79
deposit,221,5798,917.7597
deposit,486,5799,150.6374
deposit,1,5800,56.6534
withdrawal,168,5801,736.6778
chargeback,153,1363,
deposit,20,5802,583.3716
resolve,83,3278,
deposit,226,5803,279.0204
deposit,119,5804,925.3895
resolve,60,1041,
deposit,167,5805,677.6025
deposit,97,5806,598.2581
chargeback,41,554,
withdrawal,247,5807,129.6453
withdrawal,63,5808,684.5464
dispute,317,2752,
withdrawal,146,5809,494.8955
dispute,485,2839,
deposit,470,5810,299.076
withdrawal,211,5811,247.2861
resolve,413,4256,
chargeback,12,4464,
deposit,355,5812,714.7308
dispute,120,799,
deposit,71,5813,787.7368
dispute,165,4371,
resolve,457,1220,
deposit,448,5814,300.0249
deposit,24,5815,705.0957
deposit,446,5816,646.4642
withdrawal,472,5817,96.2129
deposit,392,5818,139.0037
deposit,384,5819,949.029
deposit,203,5820,95.1158
resolve,290,3980,
withdrawal,468,5821,693.559
withdrawal,359,5822,963.0272
deposit,414,5823,378.1659
dispute,218,5428,
dispute,366,5336,
deposit,229,5824,439.2569
dispute,161,4656,
deposit,425,5825,72.2849
deposit,269,5826,299.1683
deposit,155,5827,284.0865
resolve,67,4165,
deposit,98,5828,179.1145
deposit,230,5829,679.8724
deposit,404,5830,770.2882
deposit,47,5831,13.9361
dispute,147,1049,
deposit,460,5832,674.7957
resolve,229,5036,
deposit,485,5833,368.0324
deposit,131,5834,903.7717
deposit,136,5835,767.2316
withdrawal,398,5836,649.5337
deposit,194,5837,677.1124
withdrawal,57,5838,422.5659
deposit,223,5839,264.4267
chargeback,486,1926,
deposit,262,5840,857.3133
deposit,99,5841,361.1169
deposit,61,5842,551.1761
deposit,158,5843,516.3727
deposit,244,5844,162.7837
dispute,433,5709,
chargeback,472,941,
chargeback,19,3433,
withdrawal,86,5845,161.8399
dispute,354,4747,
chargeback,150,3091,
withdrawal,57,5846,257.2058
deposit,378,5847,668.3742
resolve,152,5097,
deposit,83,5848,532.2394
withdrawal,16,5849,983.0002
withdrawal,339,5850,759.3853
withdrawal,288,5851,924.2807
chargeback,35,523,
withdrawal,105,5852,252.537
deposit,326,5853,783.1462
chargeback,335,1187,
withdrawal,75,5854,587.4145
dispute,222,1029,
deposit,442,5855,362.8209
deposit,253,5856,982.2791
resolve,76,180,
withdrawal,210,5857,790.3036
deposit,457,5858,479.1204
dispute,207,3997,
deposit,153,5859,688.1928
deposit,487,5860,686.9719
deposit,2,5861,768.7149
chargeback,215,1156,
deposit,387,5862,108.7995
resolve,433,586,
deposit,76,5863,384.2081
deposit,427,5864,166.5987
deposit,82,5865,232.1471
resolve,64,2647,
deposit,349,5866,877.1073
withdrawal,187,5867,955.9645
withdrawal,462,5868,457.1161
deposit,484,5869,973.7547
deposit,435,5870,261.5927
deposit,406,5871,255.0292
withdrawal,303,5872,896.4218
resolve,215,562,
withdrawal,38,5873,387.7203
deposit,117,5874,117.3797
chargeback,448,4466,
deposit,83,5875,522.539
chargeback,363,257,
dispute,136,5835,
withdrawal,243,5876,332.2302
deposit,484,5877,155.8752
deposit,77,5878,434.4115
deposit,53,5879,573.9953
withdrawal,302,5880,735.1556
resolve,396,2112,
deposit,470,5881,471.4095
deposit,66,5882,398.4878
deposit,147,5883,40.687
deposit,381,5884,877.7488
resolve,242,3945,
deposit,291,5885,984.5276
deposit,125,5886,101.7429
deposit,425,5887,630.3172
chargeback,52,4714,
deposit,351,5888,548.8177
withdrawal,375,5889,351.0058
deposit,406,5890,442.0936
deposit,158,5891,883.6212
deposit,263,5892,890.0097
deposit,399,5893,936.9015
deposit,80,5894,555.6711
deposit,360,5895,916.7175
deposit,380,5896,405.4034
chargeback,310,2654,
withdrawal,345,5897,120.2688
withdrawal,254,5898,906.3538
deposit,374,5899,217.1917
deposit,324,5900,812.2718
deposit,336,5901,806.0514
withdrawal,217,5902,555.1889
resolve,407,1023,
dispute,340,3137,
dispute,355,5672,
deposit,277,5903,140.6912
withdrawal,218,5904,362.2641
deposit,22,5905,878.9202
deposit,179,5906,144.9968
deposit,86,5907,725.8083
dispute,460,4013,
withdrawal,338,5908,802.1525
withdrawal,195,5909,534.5633
dispute,137,4313,
deposit,8,5910,805.7797
deposit,43,5911,539.5509
deposit,408,5912,551.3431
deposit,428,5913,0.2519
withdrawal,321,5914,30.0849
deposit,350,5915,413.1612
deposit,380,5916,724.7825
deposit,464,5917,772.0235
deposit,185,5918,373.3596
deposit,394,5919,936.5414
deposit,346,5920,586.5843
deposit,43,5921,801.2897
withdrawal,419,5922,447.6212
resolve,8,5067,
withdrawal,411,5923,859.6855
chargeback,376,1364,
withdrawal,52,5924,302.5662
withdrawal,167,5925,842.7102
dispute,73,4182,
resolve,212,5062,
resolve,368,5704,
deposit,458,5926,329.1075
withdrawal,243,5927,958.9101
deposit,225,5928,890.5489
deposit,465,5929,763.4411
deposit,70,5930,824.2542
deposit,120,5931,384.5528
resolve,107,2453,
withdrawal,362,5932,534.8202
deposit,146,5933,550.008
deposit,500,5934,9.407
deposit,342,5935,772.0482
deposit,254,5936,38.2719
resolve,406,4157,
chargeback,82,631,
withdrawal,426,5937,877.8229
deposit,35,5938,972.5738
dispute,260,5765,
withdrawal,444,5939,916.7514
withdrawal,81,5940,792.904
resolve,410,2626,
withdrawal,420,5941,679.6663
deposit,480,5942,337.8108
dispute,75,5496,
deposit,410,5943,787.126
resolve,84,1447,
deposit,305,5944,910.7335
deposit,312,5945,683.1696
deposit,449,5946,745.3733
deposit,186,5947,515.7967
deposit,344,5948,798.4017
resolve,431,2309,
dispute,213,2980,
withdrawal,403,5949,168.4222
dispute,6,5780,
withdrawal,117,5950,585.7699
chargeback,458,5394,
withdrawal,191,5951,628.8813
withdrawal,477,5952,799.1085
chargeback,264,3271,
deposit,100,5953,442.1398
resolve,389,3323,
withdrawal,234,5954,917.8321
withdrawal,228,5955,497.9078
deposit,326,5956,857.6916
withdrawal,156,5957,718.0313
dispute,313,1921,
withdrawal,447,5958,884.2958
deposit,22,5959,615.532
deposit,459,5960,487.2152
deposit,205,5961,134.4977
deposit,218,5962,707.7238
resolve,14,1919,
deposit,350,5963,959.9104
deposit,365,5964,753.1475
deposit,116,5965,807.9884
resolve,12,1651,
deposit,441,5966,561.7353
deposit,275,5967,511.4974
resolve,180,2241,
deposit,341,5968,772.6215
withdrawal,450,5969,874.1914
withdrawal,339,5970,509.9697
deposit,254,5971,112.1745
withdrawal,430,5972,600.1709
withdrawal,335,5973,65.5038
deposit,234,5974,195.7669
withdrawal,169,5975,358.5801
deposit,155,5976,920.5423
withdrawal,87,5977,358.7496
deposit,177,5978,258.6659
withdrawal,144,5979,695.7341
deposit,139,5980,539.0455
withdrawal,313,5981,688.5774
dispute,486,1926,
deposit,185,5982,418.2712
deposit,56,5983,999.2222
deposit,440,5984,991.6187
deposit,346,5985,20.3483
resolve,384,2516,
dispute,131,367,
dispute,334,3061,
deposit,456,5986,455.4735
resolve,168,324,
dispute,253,1171,
resolve,47,600,
deposit,264,5987,285.1976
withdrawal,164,5988,115.8162
withdrawal,451,5989,364.9641
chargeback,197,2015,
deposit,153,5990,813.2367
deposit,432,5991,862.9167
deposit,263,5992,406.1393
resolve,403,5149,
deposit,319,5993,836.4806
chargeback,147,4555,
deposit,72,5994,336.4784
dispute,241,3554,
deposit,294,5995,952.0079
resolve,123,4394,
deposit,351,5996,552.2996
chargeback,9,301,
deposit,151,5997,531.3461
withdrawal,474,5998,538.6245
chargeback,241,5407,
chargeback,112,1254,
resolve,385,3309,
deposit,126,5999,640.4824
withdrawal,101,6000,436.797
deposit,75,6001,692.2493
deposit,17,6002,402.7636
chargeback,156,4569,
chargeback,251,2506,
withdrawal,286,6003,810.3294
dispute,404,2033,
dispute,161,4656,
deposit,383,6004,932.3931
withdrawal,492,6005,729.0488
deposit,274,6006,465.8722
deposit,1,6007,808.013
dispute,113,4786,
deposit,270,6008,979.9391
deposit,219,6009,41.3551
deposit,306,6010,29.5501
deposit,344,6011,902.9533
resolve,348,1366,
withdrawal,202,6012,549.3311
deposit,276,6013,337.3574
resolve,319,3322,
resolve,66,4521,
dispute,176,2593,
withdrawal,232,6014,719.9539
deposit,334,6015,968.5561
deposit,373,6016,128.9388
chargeback,125,3244,
deposit,314,6017,889.7628
deposit,171,6018,126.4528
deposit,311,6019,50.5958
dispute,24,2206,
deposit,111,6020,775.9646
deposit,344,6021,745.1501
resolve,425,541,
deposit,3,6022,915.3402
deposit,161,6023,79.7762
withdrawal,363,6024,268.98
withdrawal,323,6025,879.5427
deposit,405,6026,412.352
deposit,313,6027,106.0229
deposit,400,6028,854.2753
chargeback,136,1446,
resolve,135,4147,
chargeback,161,4388,
deposit,106,6029,717.2654
withdrawal,297,6030,588.5462
deposit,343,6031,312.0306
withdrawal,134,6032,913.0421
resolve,99,5016,
dispute,134,207,
withdrawal,72,6033,867.9502
deposit,360,6034,238.0374
resolve,91,264,
deposit,85,6035,487.105
deposit,370,6036,28.4778
deposit,249,6037,435.7886
deposit,317,6038,558.7723
deposit,21,6039,238.8668
withdrawal,126,6040,633.9604
deposit,280,6041,703.1337
withdrawal,264,6042,557.5682
deposit,275,6043,833.8064
deposit,224,6044,31.9295
dispute,464,5917,
deposit,425,6045,962.5327
deposit,406,6046,164.2232
withdrawal,256,6047,418.4347
withdrawal,211,6048,317.5748
deposit,303,6049,293.6005
deposit,457,6050,552.4263
deposit,147,6051,394.9954
deposit,434,6052,498.0739
deposit,288,6053,356.0152
deposit,279,6054,497.4933
deposit,498,6055,900.9798
deposit,443,6056,466.6441
withdrawal,278,6057,600.4126
deposit,174,6058,617.6427
withdrawal,66,6059,735.0179
withdrawal,262,6060,59.36
deposit,65,6061,646.0203
deposit,462,6062,140.4017
chargeback,101,3518,
dispute,138,776,
withdrawal,442,6063,27.8189
deposit,445,6064,974.0018
deposit,125,6065,816.0394
deposit,322,6066,530.2087
withdrawal,277,6067,99.7812
chargeback,244,3275,
withdrawal,401,6068,439.3588
withdrawal,269,6069,369.9031
deposit,122,6070,540.7484
deposit,221,6071,942.7422
chargeback,162,5575,
withdrawal,226,6072,173.0182
resolve,443,4460,
dispute,499,3348,
deposit,315,6073,42.828
deposit,234,6074,482.5221
withdrawal,355,6075,788.073
deposit,457,6076,801.0555
deposit,487,6077,954.941
deposit,476,6078,677.0595
deposit,459,6079,500.9155
withdrawal,127,6080,919.1133
withdrawal,490,6081,294.1761
deposit,226,6082,973.2225
deposit,118,6083,879.9762
deposit,420,6084,395.6054
deposit,32,6085,501.9326
deposit,62,6086,370.4331
deposit,457,6087,508.1132
deposit,263,6088,116.321
resolve,256,3523,
chargeback,193,2475,
chargeback,40,1237,
deposit,442,6089,360.1352
deposit,326,6090,817.0461
withdrawal,184,6091,813.0834
deposit,203,6092,140.1213
resolve,220,1872,
dispute,70,2785,
chargeback,325,5611,
deposit,410,6093,863.2416
resolve,38,5596,
dispute,67,1688,
resolve,343,3216,
deposit,136,6094,958.9531
deposit,259,6095,738.9144
deposit,430,6096,646.6461
resolve,151,2690,
deposit,471,6097,98.1799
deposit,137,6098,915.8625
dispute,159,2459,
resolve,500,802,
deposit,67,6099,0.2057
dispute,359,2885,
deposit,324,6100,308.9412
deposit,321,6101,839.9112
withdrawal,420,6102,390.6929
deposit,418,6103,94.9364
withdrawal,324,6104,400.9999
withdrawal,93,6105,724.5069
deposit,437,6106,195.2075
deposit,420,6107,915.5651
dispute,295,1924,
withdrawal,347,6108,977.8197
deposit,450,6109,203.2028
deposit,253,6110,616.7687
deposit,60,6111,366.0443
deposit,244,6112,287.105
deposit,445,6113,639.8318
withdrawal,195,6114,34.3047
deposit,475,6115,476.5703
withdrawal,266,6116,884.4193
withdrawal,289,6117,983.2224
deposit,325,6118,936.5707
deposit,69,6119,485.6256
deposit,9,6120,524.6298
withdrawal,217,6121,261.8728
deposit,306,6122,624.3029
deposit,331,6123,142.9509
deposit,352,6124,309.5565
deposit,1,6125,724.7942
chargeback,20,398,
chargeback,96,2365,
deposit,495,6126,725.919
dispute,452,3681,
deposit,425,6127,568.3095
withdrawal,249,6128,981.8936
resolve,396,3832,
withdrawal,284,6129,211.4661
deposit,354,6130,392.8144
deposit,170,6131,780.8366
withdrawal,331,6132,318.959
deposit,111,6133,116.4537
deposit,135,6134,327.6679
deposit,48,6135,664.2092
resolve,184,5665,
withdrawal,492,6136,844.5755
deposit,61,6137,909.5588
deposit,281,6138,557.4116
withdrawal,362,6139,976.3254
deposit,398,6140,52.7471
withdrawal,236,6141,281.3713
deposit,263,6142,106.2708
deposit,459,6143,280.1607
deposit,18,6144,639.3089
deposit,51,6145,546.6014
deposit,444,6146,789.9735
resolve,424,4954,
deposit,456,6147,807.656
deposit,413,6148,850.2044
deposit,81,6149,635.7513
deposit,416,6150,1.6808
resolve,55,4729,
chargeback,461,3718,
deposit,232,6151,380.4101
withdrawal,201,6152,784.4438
deposit,53,6153,569.8734
withdrawal,262,6154,781.7257
chargeback,242,1605,
deposit,220,6155,505.2124
deposit,284,6156,480.2562
withdrawal,473,6157,88.2246
deposit,11,6158,913.9255
dispute,334,4205,
withdrawal,4,6159,547.5177
deposit,231,6160,412.815
deposit,447,6161,837.3201
withdrawal,131,6162,48.6039
dispute,173,1287,
deposit,237,6163,832.9746
dispute,92,4925,
withdrawal,178,6164,110.5272
dispute,150,199,
withdrawal,364,6165,594.3419
deposit,469,6166,578.1024
deposit,232,6167,955.8015
deposit,68,6168,907.2035
deposit,224,6169,993.295
deposit,448,6170,809.086
withdrawal,79,6171,881.5412
dispute,185,706,
withdrawal,467,6172,133.4776
deposit,27,6173,552.8139
withdrawal,197,6174,800.1924
withdrawal,124,6175,300.0319
deposit,362,6176,196.1769
dispute,42,602,
withdrawal,114,6177,325.6298
chargeback,56,2528,
dispute,389,4176,
deposit,497,6178,695.6164
deposit,275,6179,890.5911
withdrawal,143,6180,59.3977
withdrawal,295,6181,636.4013
deposit,403,6182,958.3076
resolve,271,1164,
withdrawal,120,6183,71.2752
withdrawal,487,6184,564.2228
resolve,475,879,
deposit,434,6185,842.8569
withdrawal,106,6186,768.5115
deposit,457,6187,954.3154
dispute,345,4307,
deposit,4,6188,416.3011
chargeback,73,558,
chargeback,193,2890,
chargeback,373,6016,
deposit,129,6189,777.8114
deposit,41,6190,482.0138
chargeback,370,6036,
withdrawal,410,6191,670.7541
withdrawal,55,6192,601.0216
resolve,356,2927,
chargeback,279,4965,
deposit,193,6193,935.9929
deposit,236,6194,792.2883
withdrawal,121,6195,499.7753
chargeback,117,2170,
resolve,74,3605,
deposit,202,6196,829.6621
resolve,453,2929,
withdrawal,424,6197,720.3929
withdrawal,145,6198,219.1471
dispute,401,5533,
deposit,456,6199,921.756
resolve,414,4282,
deposit,88,6200,877.7856
deposit,358,6201,400.2228
dispute,136,386,
deposit,381,6202,228.5671
deposit,373,6203,37.422
deposit,129,6204,77.722
chargeback,162,1822,
deposit,494,6205,464.3041
dispute,256,3523,
dispute,175,2276,
deposit,238,6206,955.9693
deposit,138,6207,918.9311
dispute,1,3814,
deposit,439,6208,207.5616
deposit,55,6209,663.5268
deposit,50,6210,588.0532
dispute,253,6110,
resolve,327,5029,
withdrawal,15,6211,216.3492
withdrawal,250,6212,336.2259
deposit,245,6213,771.2424
deposit,58,6214,961.9876
dispute,58,1166,
withdrawal,445,6215,905.7445
resolve,323,1039,
resolve,322,6066,
resolve,51,420,
resolve,354,6130,
deposit,358,6216,422.5344
resolve,120,2953,
deposit,496,6217,209.1794
withdrawal,395,6218,698.6357
deposit,108,6219,717.3499
resolve,304,4334,
deposit,212,6220,851.3649
deposit,410,6221,183.0785
withdrawal,95,6222,655.9782
dispute,499,3348,
dispute,97,1201,
deposit,203,6223,248.6697
deposit,285,6224,18.5504
resolve,212,4799,
deposit,445,6225,222.2863
dispute,251,3114,
deposit,1,6226,623.381
chargeback,262,559,
withdrawal,14,6227,89.8128
deposit,253,6228,38.4139
deposit,202,6229,197.565
withdrawal,158,6230,624.9174
deposit,84,6231,465.7561
deposit,333,6232,458.0844
chargeback,211,5221,
deposit,82,6233,676.7609
deposit,370,6234,502.6646
chargeback,446,2124,
withdrawal,406,6235,403.8295
deposit,391,6236,378.1823
deposit,21,6237,287.8995
deposit,141,6238,744.8253
deposit,124,6239,54.2145
deposit,303,6240,663.4872
withdrawal,461,6241,443.2324
dispute,82,354,
deposit,404,6242,772.3165
withdrawal,423,6243,3.9907
withdrawal,322,6244,788.0033
deposit,394,6245,489.6562
deposit,408,6246,817.9114
deposit,452,6247,109.9316
resolve,486,5014,
deposit,127,6248,353.787
deposit,100,6249,104.6634
deposit,435,6250,899.7398
chargeback,231,77,
withdrawal,225,6251,75.4017
deposit,310,6252,832.3086
deposit,35,6253,920.7103
withdrawal,96,6254,468.8241
deposit,228,6255,638.8222
deposit,420,6256,129.6849
withdrawal,344,6257,229.2422
deposit,88,6258,621.6141
withdrawal,177,6259,839.5034
dispute,489,3453,
deposit,489,6260,865.9818
withdrawal,195,6261,633.28
deposit,500,6262,129.7387
dispute,187,2751,
deposit,111,6263,565.1218
resolve,319,366,
withdrawal,150,6264,295.2719
deposit,444,6265,566.2224
resolve,411,2564,
withdrawal,299,6266,994.3836
deposit,155,6267,458.0
deposit,262,6268,881.5698
deposit,291,6269,345.78
deposit,292,6270,258.3727
resolve,156,2756,
withdrawal,133,6271,715.9936
resolve,416,356,
resolve,444,6146,
deposit,401,6272,385.8474
deposit,215,6273,598.2742
withdrawal,103,6274,272.6364
deposit,489,6275,393.3813
deposit,242,6276,68.7619
resolve,454,1507,
deposit,128,6277,549.7763
deposit,147,6278,246.9172
resolve,28,3761,
deposit,345,6279,574.1829
withdrawal,193,6280,590.3865
deposit,205,6281,380.1586
deposit,368,6282,399.3022
dispute,101,3518,
dispute,215,4332,
deposit,36,6283,692.8377
deposit,15,6284,103.8764
deposit,344,6285,854.2439
dispute,58,3641,
chargeback,272,966,
deposit,461,6286,668.3397
deposit,154,6287,332.1459
deposit,377,6288,963.6302
dispute,74,3390,
withdrawal,143,6289,702.2112
deposit,430,6290,430.0878
deposit,103,6291,843.4109
deposit,188,6292,77.2351
resolve,497,1999,
deposit,65,6293,148.0454
chargeback,66,4521,
withdrawal,292,6294,520.0479
deposit,401,6295,240.0812
resolve,317,1789,
withdrawal,290,6296,195.2306
dispute,260,3105,
deposit,150,6297,699.2945
deposit,322,6298,215.784
withdrawal,62,6299,667.4033
deposit,323,6300,403.2737
deposit,421,6301,292.3324
deposit,409,6302,788.7414
dispute,481,3610,
resolve,490,462,
withdrawal,179,6303,400.6877
resolve,114,3350,
withdrawal,400,6304,968.3253
withdrawal,246,6305,768.2837
deposit,351,6306,889.2388
resolve,17,1982,
chargeback,341,5968,
withdrawal,100,6307,57.9753
withdrawal,479,6308,866.6157
withdrawal,70,6309,861.3677
deposit,251,6310,665.98
dispute,444,583,
deposit,194,6311,822.9062
resolve,137,2391,
deposit,2,6312,250.4448
dispute,242,6276,
deposit,262,6313,655.4811
resolve,12,1487,
deposit,314,6314,563.8146
deposit,76,6315,904.81
deposit,313,6316,295.6405
deposit,91,6317,333.3944
withdrawal,321,6318,803.5342
dispute,220,42,
deposit,33,6319,980.5552
resolve,60,2308,
deposit,100,6320,536.9748
deposit,282,6321,978.9957
deposit,275,6322,601.2271
withdrawal,303,6323,112.6878
deposit,1,6324,891.3061
withdrawal,116,6325,439.3433
withdrawal,262,6326,675.7195
deposit,226,6327,685.631
withdrawal,107,6328,850.0541
withdrawal,108,6329,954.9352
dispute,37,2438,
withdrawal,121,6330,549.2118
deposit,94,6331,527.5106
dispute,377,751,
deposit,447,6332,672.7451
resolve,21,4949,
deposit,221,6333,626.7049
resolve,277,2212,
resolve,324,1449,
chargeback,307,1174,
deposit,264,6334,807.6427
dispute,347,1719,
deposit,419,6335,400.0785
resolve,383,3236,
deposit,289,6336,144.072
resolve,324,2532,
deposit,459,6337,328.2214
deposit,369,6338,238.7562
withdrawal,1,6339,263.0588
withdrawal,130,6340,807.4677
deposit,103,6341,974.28
chargeback,131,4461,
deposit,353,6342,473.1679
deposit,358,6343,81.9281
deposit,245,6344,600.3288
deposit,454,6345,391.5519
deposit,467,6346,928.1307
dispute,443,3970,
deposit,248,6347,497.9082
deposit,24,6348,463.2966
withdrawal,150,6349,186.4387
chargeback,418,4407,
withdrawal,38,6350,16.7918
deposit,454,6351,511.9716
withdrawal,55,6352,510.5681
withdrawal,155,6353,94.6079
dispute,462,6062,
resolve,162,4259,
withdrawal,261,6354,88.2277
deposit,252,6355,194.3651
deposit,5,6356,617.755
withdrawal,198,6357,104.6661
deposit,253,6358,976.4533
dispute,104,2977,
withdrawal,80,6359,643.0603
dispute,268,2608,
chargeback,91,2861,
deposit,254,6360,137.5147
deposit,170,6361,703.406
resolve,146,3799,
deposit,273,6362,601.0428
deposit,139,6363,331.9903
dispute,492,3237,
dispute,401,4689,
deposit,125,6364,54.1919
dispute,17,1711,
deposit,279,6365,63.6255
resolve,437,1563,
dispute,19,4953,
deposit,282,6366,354.1738
resolve,168,4797,
deposit,77,6367,679.5132
dispute,81,4226,
deposit,4,6368,5.7563
dispute,412,1344,
dispute,74,2813,
chargeback,116,5329,
withdrawal,261,6369,115.6579
deposit,15,6370,455.2346
deposit,130,6371,353.1563
resolve,392,4850,
withdrawal,37,6372,487.6856
dispute,252,3696,
withdrawal,18,6373,291.9226
dispute,41,5474,
deposit,129,6374,464.9487
withdrawal,328,6375,792.7827
deposit,18,6376,300.016
deposit,83,6377,275.5803
withdrawal,293,6378,281.5726
dispute,33,2069,
dispute,439,992,
deposit,195,6379,955.8521
deposit,500,6380,727.0595
deposit,463,6381,240.6439
deposit,342,6382,460.5664
withdrawal,380,6383,197.2463
withdrawal,61,6384,628.6037
chargeback,395,2706,
deposit,395,6385,180.624
withdrawal,467,6386,752.964
dispute,371,4091,
deposit,353,6387,361.527
deposit,453,6388,626.7806
deposit,61,6389,563.8866
deposit,324,6390,645.2118
resolve,196,193,
deposit,183,6391,198.3065
deposit,61,6392,620.0154
withdrawal,120,6393,61.0438
deposit,399,6394,94.5036
deposit,113,6395,491.7193
dispute,386,380,
deposit,83,6396,810.8291
resolve,104,3213,
deposit,432,6397,820.1951
withdrawal,342,6398,421.5851
resolve,469,3190,
deposit,285,6399,380.6814
withdrawal,209,6400,329.4675
deposit,261,6401,965.9521
withdrawal,47,6402,524.9339
deposit,99,6403,632.1547
deposit,293,6404,696.5227
deposit,61,6405,251.8664
deposit,91,6406,392.3266
deposit,442,6407,325.4247
withdrawal,471,6408,20.8458
withdrawal,315,6409,734.5212
withdrawal,153,6410,980.2994
withdrawal,459,6411,21.502
deposit,42,6412,932.3021
deposit,465,6413,106.1588
deposit,350,6414,263.3965
withdrawal,51,6415,525.7617
deposit,258,6416,496.8813
deposit,175,6417,552.3364
deposit,316,6418,807.1927
withdrawal,78,6419,974.9049
withdrawal,66,6420,734.3931
resolve,245,4983,
deposit,446,6421,999.8407
deposit,478,6422,257.7337
dispute,375,722,
deposit,227,6423,838.0844
withdrawal,108,6424,118.0291
deposit,306,6425,27.1474
withdrawal,234,6426,64.3015
deposit,357,6427,593.1654
dispute,497,6178,
resolve,132,4081,
deposit,376,6428,89.3562
deposit,19,6429,537.6344
deposit,432,6430,891.863
dispute,315,4538,
withdrawal,206,6431,844.2243
deposit,367,6432,876.9316
resolve,379,5110,
deposit,316,6433,305.3802
deposit,98,6434,732.2303
dispute,423,2484,
withdrawal,24,6435,353.63
deposit,451,6436,416.7091
deposit,231,6437,472.0558
deposit,166,6438,186.3559
dispute,159,762,
withdrawal,233,6439,219.723
deposit,390,6440,814.3168
withdrawal,204,6441,883.4003
deposit,109,6442,310.2058
deposit,183,6443,86.8443
deposit,220,6444,65.5177
dispute,225,5334,
chargeback,310,779,
resolve,68,1837,
deposit,184,6445,480.9148
deposit,482,6446,982.5334
chargeback,2,5158,
resolve,411,5720,
withdrawal,492,6447,512.1645
deposit,53,6448,446.4099
dispute,136,3475,
deposit,155,6449,987.4002
withdrawal,58,6450,343.265
withdrawal,140,6451,146.0064
withdrawal,74,6452,116.8404
deposit,369,6453,812.4803
deposit,131,6454,485.1472
deposit,322,6455,473.9913
chargeback,366,594,
dispute,168,2093,
deposit,140,6456,367.7687
deposit,328,6457,343.3204
withdrawal,490,6458,887.7056
